X,Y,OBJECTID,TITLE,ADDRESS,PHONE,FAX,EMAIL,TOLL_FREE,URL,DESCRIPTION,OPEN_DATATOURISM_LISTINGSAREA,LONGITUDE,LATITUDE
595994.105899999849498,4789084.651,57,Earl's Court Gallery,"215 Ottawa Street N., Hamilton, ON L8H 3Z4",905-527-6685,,robert.daniels@sympatico.ca,,www.earlscourtgallery.ca,"Step inside our Ottawa Street gallery and be welcomed by friendly art experts. Regular scheduled openings for featured artists offer a great time to meet the artist, enjoy excellent refreshments and learn more about the featured art. Earls Court Gallery believes that art is not just a luxury, but should be affordable and accessible. We also believe that education of art is key. Earls Court Gallery offers tours to every exhibition to school groups of all ages and to community organizations.",,-79.8175084999998,43.24845489999522
591957.4786,4790196.3944,58,El Camino Studio & Gallery ,"22 Wilson St., Hamilton, ON L8R 1C5",905-484-3796,,elcaminostudio@gmail.com,,www.elcaminostudio.wordpress.com,"The El Camino Studio Gallery strives to provide a venue to foster and facilitate the study of the human form by the artist. By maintaining a scheduled and sustained rotation of artist models, the participants can develop their craft on an ongoing basis. Opening up the studio to the public on non-sessional times as a gallery, allows the artists to showcase, exhibit and market their work. A measure of the success of the studio/gallery is in the creation of a positive and engaged community of artists and patrons.",,-79.86703789999986,43.25896699999523
592001.27280000038445,4790608.488199999556,59,Flagship Gallery,"237 James St. North, Hamilton, ON L8R 2L2",905-577-8585,,,,www.facebook.com/FlagshipGallery,"Flagship Gallery is a exhibition space and cultural hub in core of the James Street art district in Hamilton. Working from a broadly conceived Christian worldview, this collective of artists seeks to engage in questions of meaning, faith, and culture.",,-79.86642959999986,43.26267169999524
591655.338700000196695,4790213.243899999186,60,Gallery 4,"55 York Blvd., Hamilton, ON L8N 4E4",905-546-3200,,ARTS@hpl.ca,,www.hpl.ca/node/24626,"Opened as an 'alternative gallery space' to be offered free of charge to local professional and non-professional artists, the exhibition space at Central library has long been a venue for Hamilton and area artists. It is located on the 4th floor of the downtown branch and has been in continuous operation since 1984 making it the second oldest gallery in the James North district, (preceded by the Hamilton Artists Inc.)Gallery 4 at Central Library features monthly exhibitions by emerging local artists and also provides mid-career artists the opportunity to develop new ideas in a public setting.",,-79.87075689999986,43.259155499995295
591706.4035,4790883.894099999219,61,Gallery on the Bay,"231 Bay St. North, Hamilton, ON L8R 2R1",905-540-8532,,marlaise@bell.net,,www.galleryonthebay.com,"Since 1995 Gallery on the Bay offers Fine Canadian Art in a relaxing atmosphere of Tropical Plants and a Cappuccino Bar. Located in the converted headquarters of a Steel Company, featuring local and regional artists and a collection of historical work. Gallery on the Bay also hosts literary events and musical evenings",,-79.87001619999985,43.265187099995295
591927.501000000163913,4790406.508799999952,62,Hamilton Artists Inc.,"155 James Street North, Hamilton, ON L8R 2K9 ",905-529-3355,,info@theinc.ca,,http://theinc.ca/,"Hamilton Artists Inc. is an artist run centre committed to the presentation, dissemination and advocacy of Canadian contemporary visual arts practice which speaks to and enhances our regional cultural activity. The centre presents a diverse range of multidisciplinary programming with a primary focus on emerging aesthetics in contemporary art including: installation, painting, photography, graphic arts, video, performance and new media.",,-79.86737209999984,43.26086229999527
592121.134499999694526,4790715.72499999963,63,Hamilton Audio Visual Node,"26 Barton St. E, Hamilton, ON CA",,,havnode@gmail.com,,http://havnode.com/,"HAVN is a multi-modal node for the development, exhibition, documentation, and dispersal of sound, images, and ideas.",,-79.86493509999985,43.2636224999953
592256.729199999943,4789768.218599999323,64,Hoop Gallery,"191 King Street East, Hamilton, ON L8N 1B3",647-524-2498,,fionahoop@yahoo.ca,,www.hoopgalleries.com,"Hoop Gallery actively promotes a culture of diversity through analogy and connection. To that end the presentation of ideas, images, objects and events are themed and curated around a central motif. The point is to travel and explore. We intend to provide the environment and circumstances in which florid complexities can emerge and proliferate. We aim to be part of the architecture of change and innovation blossoming in the city. Hoop Gallery welcomes collectors and first time buyers with equal warmth and enthusiasm.",,-79.86342339999986,43.25507559999523
592079.810399999842048,4790826.2171,65,James North Studio,"328 James St. N, Hamilton, ON L8L 1H2",905 528-6437 ,,jamesnorthartcollective@gmail.com,,http://www.jamesnorthstudio.com/,"The James North Art Collective is made up of 13 visual artists and crafts people working in many disciplines: drawing, painting, printmaking, ceramics, jewellery, photography and sculpture. The artists have banded together to operate James North Studio Gallery to showcase their work.",,-79.86542569999985,43.264622299995246
601774.180200000293553,4785720.7631,66,Josh Tiessen Studio Gallery,"148 King Street, Stoney Creek, ON L8G 1L5",905-664-5049,,joshtiessen@bell.net,,www.joshtiessen.com,"Josh Tiessen is a young international award-winning artist from Stoney Creek, Ontario, Canada. Although I have experimented with a variety of subject matter, in my paintings I most frequently choose nature and wildlife, as I believe God created the world and I take delight in emphasizing its beauty, particularity and diversity. I especially enjoy unique angles on nature, animals and still life subjects. I am also fascinated by the weathering effects of nature and the elements on architectural structures as they age. The interaction between the natural world and manmade structures is of particular interest to me, often giving rise to metaphors which highlight truth, beauty and the longing for ultimate restoration in the world.",,-79.7469442999997,43.21741319999524
591934.373200000263751,4790431.3383,67,Julia Veenstra Studio,"167 James Street North, Hamilton, ON CA",905 906 3368,,veenstra@juliaveenstra.com,,http://juliaveenstra.com/,"Julia Veenstra is a Canadian artist who has lived in four different countries. Her work is found in collections around the world. She is an impressionistic representational, lively artist. Her work reflects her surroundings and translates how she sees the world. Julia's medium of choice is acrylic as she enjoys the immediacy and the bright colours.",,-79.86728329999984,43.26108499999526
603109.111999999731779,4787296.275699999183,68,Kelly Lowe Glass,"265 Barton Street, Stoney Creek, ON L8E 2K4",289-339-2450,,kelly@kellyloweglass.com,,www.kellyloweglass.com,"Based out of Hamilton Ontario, Kelly Lowe has risen to become one of the region's rising stars in the world of glass. If you watch award shows or if you've attended functions with custom built glass, chances are you've seen something designed or created by Kelly.",,-79.73021799999967,43.231415599995266
587805.612999999895692,4790548.9758,69,McMaster Museum of Art,"Alvin A. Lee Building, University Avenue, McMaster University 1280 Main St. W ",905-525-9140 ext. 23081,,museum@mcmaster.ca,,www.mcmaster.ca/museum,"The museum houses McMaster University's significant collection of 6,000 works of art and presents changing public programmes. Highlights include the Herman H. Levy Collection of Impressionist and Post-Impressionist art.",,-79.9181255927567,43.26263647304781
591943.659799999557436,4790377.4372,70,Mixed Media,"154 James Street North, Hamilton, ON L8R 2K7",905-529-2323,,mixedmediahamilton@gmail.com,,www.mixedmediahamilton.com,"Mixed Media is Hamilton's only independent art shop. Specializing in art and printmaking supplies, specialty paper and stationery products. Mixed Media also features locally made gift items, greeting cards, books and magazines and a pretty cool art gallery. We strive to do things differently and creatively and hope to inspire a few bystanders along the way.",,-79.86717789999987,43.26059859999532
583492.924999999813735,4791526.6092,71,Picture Perfect Cake and Art,"369 King Street West, Dundas, ON L9H 1W9",905-627-3196,,info@pictureperfectcakeart.com,,www.pictureperfectcakeart.com,"Picture Perfect is a privately owned, home-based gallery, offering custom made wedding and special occasion cakes. We also have an art gallery of watercolour and oil paintings at reasonable prices. We offer custom framing services, including needlepoint and tapestry stetching. Watercolour and oil painting classes are also available. We are located in the picturesque Dundas Valley, nestled just beneath the Niagara Escarpment.",,-79.97110639999993,43.271928499995326
595007.461500000208616,4788700.3516,72,Sealed Art,"89 Gage Avenue South, Hamilton, ON L8M 3C8",905-549-1458,,sealedart@hotmail.com,,www.sealed-art.com,"family run business operation, we have been a presence in Hamilton for more then 30 years. Renowned for their customer service and quality workmanship they offer Custom Framing, Plaque Mount and Printing at competitive prices. Sealed Art is located at Gage Main in one of Hamilton's most unique buildings. Their work can be found Hanging in Art Gallerys, Hospitals, Offices, Restaurants and Homes all through Hamilton and The Golden Horseshoe.",,-79.82972609999982,43.245120099995276
592277.598299999721348,4789733.2804,73,Studio 205,"205 King St. E, Hamilton, ON CA",(905) 522-2205,,studio205canada@gmail.com,,https://www.facebook.com/Studio205Ham,Retailer of exclusively Canadian handmade products and artwork. We offer Canadian coffee and workshop classes,,-79.86317219999985,43.25475849999525
591926.232499999925,4790321.585799999535,74,Sylvia Nickerson Illustration,"126 James St. N, Hamilton, ON L8R 2K7",905-522-5604 ,,sylvianickerson@gmail.com,,http://sylvianickerson.ca/,"Sylvia Nickerson is a local illustrator and artists. She has an art studio on James Street North and is part of the thriving Hamilton arts community. During the James Street North art crawl, you can visit Sylvia's studio and see her work.",,-79.86740189999985,43.26009789999524
584828.838000000454485,4790893.4929,75,TBA The Barber Atrium,"10 King Street West, Dundas, ON L9H 1T7",905-627-4265,,carnegie@carnegiegallery.org,,www.carnegiegallery.org,"The new TBA gallery. The light filled modern space is in the new atrium addition to the 100-year-old Carnegie Gallery. TBA's mission is- New Space, New Art.",,-79.95474399999993,43.26607919999533
590380.465300000272691,4789546.3909,76,Textures Craftworks,"236 Locke Street South, Hamilton, ON L8P 4B7",905-523-0636,,texturescraftworks@gmail.com,,http://texturescraftworksblog.blogspot.ca/,"Textures is an award-winning artisan collective located in Hamilton, ON at 236 Locke Street South. Open daily from 11 a.m. to 5 p.m. Textures has provided unique handmade one-of-a-kind items and gifts since 1983. Drop by or give us a call today.",,-79.88657049999988,43.25330579999528
591629.449,4789292.194599999115,77,The Arctic Experience McNaught Gallery,"191 James St., S., Hamilton, ON L8P 3A8",905-522-9443,,arctic.experience@gmail.com,,www.arcticexperience.com,"The gallery specializes in sculpture from Cape Dorset, Baffin Island in the new territory of Nunavut. Inuit sculpture has long been regarded as the truly uniquely Canadian art form, and Cape Dorset is home to some of the best artists working in the Canadian Arctic.",,-79.87122899999986,43.25086649999524
584825.514899999834597,4790891.203099999577,78,The Carnegie Gallery,"10 King St.W Dundas, ON L9H 1T7",905-627-4265,,carnegie@carnegiegallery.ca,,www.carnegiegallery.org,"The Carnegie is a non profit, charitable community organization. The best in local and regional fine art and craft is available in the shop and gallery. No entrance fee.",,-79.95478529276458,43.26605895913818
592006.806200000457466,4790587.7477,79,The Factory: Hamilton Media Arts Centre,"228 James St., N., Hamilton, ON L8R 2L3",905-577-9191,,info@hamiltonmediaarts.org,,http://factorymediacentre.ca/,"An artist-driven resource centre dedicated to the production and promotion of creatively diverse forms of independent films, videos, and other streaming multimedia art forms.",,-79.86636489999985,43.2624842999953
591884.69579999987,4790145.1247,80,The Focus Gallery,"66 James Street North, Hamilton, ON L8R 2K5",,,contact@thefocusgallery.ca,,www.thefocusgallery.ca,Welcome to the Focus Gallery. Located in the Jamesville Art Community on Hamilton's historic James Street North. Within this space you will find some of the best original works of art to be seen anywhere. Step inside and be surrounded by inspiring and provocative works from some of the finest Artists from the surrounding area and beyond.,,-79.86794299999985,43.258514299995305
591926.232499999925,4790321.585799999535,81,The Melanie Gillis Studio and Gallery,"126 James St. N 3rd Floor, Hamilton, ON L8R 2K7",905-297-7050,,,,www.melaniegillis.com,The Melanie Gillis Studio and Gallery is located in the heart of Hamilton's up and coming artist district of James Street North. The Studio is a warm and intimate setting tucked away on the third floor of a historic building on the East side of James.,,-79.86740189999985,43.26009789999524
592009.627999999560416,4789947.43779999949,82,The Nathaniel Hughson Art Gallery ,"27 John St North, Hamilton, ON L8R 1H1",905-923-1192 ,,info@nathanielhughsongallery.com,,www.nathanielhughsongallery.com,The Nathaniel Hughson Art Gallery on John Street North is dedicated to representing contemporary artists in their early and mid careers. Located in downtown Hamilton the gallery is a destination for visitors to the city who are looking for something unique to add to their collection,,-79.86643709999984,43.256719299995254
593218.477199999616,4789542.216,83,The Pearl Company Arts Centre,"16 Steven Street, Hamilton, ON L8L 5N3",905-524-0606,,barbaramilne@cogeco.ca,,www.thepearlcompany.ca,"The Pearl Company is an arts facility at 16 Steven Street, Hamilton. The first floor houses the Pearl Gallery. The second floor is a newly configured performance space for live music and theatre.",,-79.85161549999982,43.2529225999953
591959.323699999600649,4790435.208699999377,84,Tribal Gallery,"174 James St. N, Hamilton, ON L8R 2L1",905-385-1829,,,,,"Nomadic, tribal and ethnic jewellery and art.",,-79.86697529999987,43.26111679999528
594743.233799999579787,4790362.014699999243,98,Whitehalls Gallery ,"40 Biggar Avenue, Hamilton, ON L8L 8A3",289-208-5913,,whitehallsgallery@cogeco.net,,www.whitehallsgallery.com,Paintings and Drawings by various Canadian and International artists.,,-79.8326943999998,43.26011299999527
592078.304999999701977,4790833.0611,99,you me gallery,"330 James St. N., Hamilton, ON L8L 1H3",905-523-7754,,info@youmegallery.com,,www.youmegallery.com/,"you me gallery is Bryce Kanbara's commercial and curatorial project on James Street North in Hamilton. The gallery focuses on Hamilton artists, Japanese Canadian artists, community art projects and collaborations.",,-79.86544309999985,43.26468409999528
566265.936300000175834,4799129.839199999347,100,African Lion Safari,"R.R. #1, 1386 Cooper Rd. Cambridge,ON N1R 5S2",519-623-2620 ,,admin@lionsafari.com,,http://www.lionsafari.com/,"Go ""On Safari!"" and get CLOSER than you ever imagined to over 1,000 exotic birds and animals that roam free in large Game Reserves! See lions, giraffe, rhino, and many more animals from around the world! ""Trek"" along 9 km of safari trail in your own vehicle or aboard a guided, air-conditioned Safari Tour Bus. Enjoy a full day of family fun! Open daily from May 7 to October 10, 2016",,-80.18245577724878,43.34209804020153
588680.969200000166893,4790910.3054,101,Friends of the Aviary,"85 Oak Knoll Drive, Hamilton, ON",905-546-4842,,info@friendsoftheaviary.ca,,www.friendsoftheaviary.ca,Parrots are on display in outdoor flights for visitors to enjoy.,,-79.90728384073158,43.26578702933569
591751.39670000039041,4791745.887299999595,102,Hamilton Harbour Queen,47 Discovery Drive,905-524-3311,,info@hamiltonharbourqueen.ca,,http://www.hamiltonharbourqueen.ca/,"Join the Captain and Crew of the Hamilton Harbour Queen on one of our cruises of Hamilton Harbour; one of North America's most noteworthy harbours. The Hamilton Harbour Queen offers comfort in the enclosed dining area, while providing for spectacular views. The upper boat deck provides a retractable canopy suitable for all weather conditions allowing for perfect viewing, socializing and seating for larger groups. Our venue is the ideal setting for group outings, birthdays, anniversaries, corporate events and charters.",,-79.86931825322982,43.27294206931335
592434.182400000281632,4792148.947899999097,103,Hamilton Waterfront Attractions,"47 Discovery Drive, Hamilton, ON L8L 8K4",905-523-4498,,information@hamiltonwaterfront.com,,www.hamiltonwaterfront.com,"Hamilton's Waterfront, sometimes bustling and sometimes serene depending on the hour, is a convenient escape just blocks from downtown Hamilton. If you're the type who enjoys a good walk, bike ride or roller blading, you'll love the west harbour and waterfront gems like Bayfront and Pier 4 Parks. Great trails, great places to picnic, some great sunset views and you can even go fishing. There's a public boat launch, 138-slip marina and the Hamilton Harbour Waterfront Trail is lined with trees, looking points, beaches and picnic areas. You can also connect to the water on board the 12-passenger Hamiltonian offering small groups sightseeing tours of the Western part of the harbour including a close-up look at the HMCS Haida.",,-79.86083799999984,43.276487299995246
591142.415099999867,4793618.11199999973,104,Royal Botanical Gardens,"680 Plains Rd W Burlington,ON L7T 4H4",905-527-1158,,info@rbg.ca,,www.rbg.ca,"Take an exhilarating trip through nature's most beautiful work. Royal Botanical Gardens features five glorious gardens, a 30-kilometer trail system and four nature sanctuaries.",,-79.87651136252376,43.28987147153591
587638.43680000025779,4790517.48409999907,105,William J. McCallion Planetarium,"Department of Physics and Astronomy McMaster University 1280 Main St W Hamilton,ON L8S 4M1",905-525-9140 ext. 27777,,planetarium@physics.mcmaster.ca,,www.physics.mcmaster.ca/planetarium,"Learn about planets, stars, galaxies, and other fascinating objects in our Universe, while stargazing in the Planetarium's night sky.",,-79.92019006315854,43.262372411779545
586044.040199999697506,4802304.3682,106,Baba Link Farm,"46 Huisman Lane, Flambourough, ON CA",905-690-7070,,babalinkfarm@gmail.com,,http://www.babalinkfarm.ca/,"Baba Link Farm has 3 orchards. Each orchard is an eclectic combination of trees, shrubs, herbs and other plants. Our farming practice includes permaculture, forest gardening, and native plants. Farm visits and sales by appointment only please.",,-79.93798499999993,43.36867399999521
583005.769799999892712,4786206.50029999949,107,Ancaster Farmer's Market ,"37 Halson St., Ancaster, ON L9G 2B8",289-239-7828,,marketmanager@shopancasterfarmersmarket.com,,http://www.ancasterfarmersmarket.com,"Seasonal, mid-June to Mid-October. Runs Wednesdays 3pm-7pm behind St. John's Anglican Church in downtown Ancaster.",,-79.97790999999992,43.22408399999527
597301.018400000408292,4775150.765599999577,108,Binbrook Farmer's Market,"2600 Hwy 56, Binbrook, ON L0R 1C0",905-692-3543,,bfm@binbrookfair.org,,http://www.binbrookfair.org,"Runs from the first week of June to thanksgiving. (excluding Binbrook fair weekend- second weekend after labour day). 8am to 12 pm. Rain or shine. 905- 929-5751 or Binbrookfarmersmarket.weebly.com Follow us on Facebook, Binbrook farmers' market and Twitter Binbrook farmers.",,-79.80386499999977,43.12284299999531
584734.512500000186265,4790882.98389999941,109,Dundas Farmer's Market,"11 Millers Lane, Dundas, ON CA",905-627-5880,,info@downtowndundas.ca,,www.downtowndundas.ca/dundas-farmers-market.php,"Seasonal, open mid-June to mid-october. Runs thursdays 3pm-7pm in the municipal parking lot at the corner of Hatt St and Millers Lane.",,-79.95590769999993,43.26599519999529
591666.849000000394881,4790208.1355,110,Hamilton Farmers' Market,"55 York Boulevard, Hamilton, ON",905-546-2096,,farmersmarket@hamilton.ca,,http://www.hamilton.ca/farmersmarket,"One Hour Validated Parking at York Blvd Parkade.The Market has over 60 vendors with local and international products.Choose from quality meats, poultry, fish, eggs, deli, cheese, fresh pasta, produce, prepared foods, speciality, sauces and condiments plus artisans and flowers.The Hamilton Farmers' Market hosts a variety of free food and culture events, workshops, demonstrations and more for all ages and abilities.Visit www.hamiltonfarmersmarket.ca for details.",,-79.87061596463175,43.259108110088775
593507.760900000110269,4788258.6629,111,Hamilton Mountain Farmer's Market,"19 Viewpoint Ave, Hamilton, ON L8V 2S4",905-745-9497,,,,http://www.concessionstreet.net/,"Seasonal, open May-November. Runs Saturdays 7am-1pm behind Sacred Heart Church.",,-79.84827019999985,43.24133109999527
590338.895899999886751,4789476.9381,112,Locke Street Farmers' Market,"260 Locke Street South, Hamilton, ON L8P 4B9",289-339-8990,,lockestfarmersmarket@gmail.com,,lsfm.wordpress.com,"Locke Street Farmers' Market is your source for fresh, local, sustainably grown food straight from the farmer! Our seasonal market runs June through October on Saturdays from 9am to 1pm at the corner of Locke and Herkimer (in the Locke Street Tire Automotive parking lot). Our vendor list includes: Il Convento, Country Winds Farm, ManoRun Organic Farm, Richardson's Farm, Jerry's Berries, Harrington Lane Farms, La Primavera Farms, Foundry Ice Cream, Tawse Winery, Chanoki Cheese and Weir's Lane Lavender.",,-79.88709389999987,43.252685499995266
587630.825799999758601,4790503.1782,113,McMaster University Farmers' Market,"1280 Main St. W, Hamilton, ON L8S 4L8 ",,,farmstand@msu.admin.mcmaster.ca,,http://www.msumcmaster.ca/farmstand/main.htm,"Seasonal, open June-November. Runs Wednesday Thursday 11:30am-3:00pm.",,-79.9202860999999,43.26224449999527
596009.455500000156462,4789047.6685,114,Ottawa Street Farmers' Market,"204 Ottawa St., N., Hamilton, ON L8H 3Z5",905-297-5250,,tony@ShopOttawaStreet.com,,www.ottawastreetfarmers.com,"Outdoor market, open year-round. Runs Wednesdays and Saturdays 7am-3pm, Saturday-only in Winter months. The market operates in the municipal parking lots behind the Ottawa Street BIA office.",,-79.8173258999998,43.24811999999524
586118.2922,4784482.378,115,Bennett's Apples & Cider Ltd.,"944 Garner Rd E Ancaster,ON L9G 3K9",905-648-6878,,bennettsapplesandcider@cogeco.ca,,http://bennettsapples.com/index.html,"A family owned farm market since 1911. We have our own grown apples, sweet apple cider, in store bakery, fresh fruits vegetalbes much more all year round.",,-79.93985929821422,43.2082125650824
581499.884100000374019,4801784.7478,116,Bogle Seeds,"572 Safari Rd. Flamborough, ON L8N 2Z7",905-689-4073,,,,http://bogleseeds.ca/,"A sixth generation family farm business, offering wild bird seed mixes, sunflower seed, horse oats, chicken scratch, duck, goose, and sheep mix, cleaned whole and cracked corn, bird feeders, Nyjer and Finch mixes, safflower and peanuts. Be sure and come out to visit our country farm and experience our quiet country setting.",,-79.99414069718284,43.36450283218436
610889.109400000423193,4784860.18239999935,117,Bridgman's Farm ,"20 Bridgman Lane, Winona, ON L8E 5K9",905-643-1506,,,,,"Pick your own fresh fruit on our 200-year old family farm. Quiet, accessible location, just off highway 8, east of Fifty Rd. Sweet and sour cherries, peaches, plums, nectarines, apples, pears. Please call for farm report.",,-79.63492299999949,43.20838199999521
569033.578300000168383,4792956.6535,118,C & W Struyk Farms,"1960 4th Concession W, Troy, ON L0R 2B0",519-647-2028,,,,http://www.struykfarm.ca,Fruits and vegetables picked fresh daily at the barn or pick your own and select vegetables!,,-80.14909000000002,43.286267999995275
581630.409900000318885,4777050.2144,119,Carluke Orchards,"2194 Shaver Rd. S Ancaster,ON L9G 3L1",905-648-2775,,al@carlukeorchards.ca,,www.carlukeorchards.ca,"Carluke Orchards is a family owned farm and business featuring only the very best in local products and baking. Bring the family for a great day in the country, be it apple picking in the fall, or our Carluke Country Christmas or every day for the best of everything!",,-79.99619456986294,43.14179620086454
584241.700000000186265,4778229.21,120,Cranston Farms,"37 Carluke Rd E RR #2 Ancaster, ON L9G 3L1",905-648-0176,,info@cranstonfarm.com,,https://www.facebook.com/CranstonFarms,"Our sweet corn is picked fresh for you every morning. We grow over 19 varieties of yellow, white bi-colour (peaches cream) sweet corn throughout the season. There are usually 2-3 varieties available each day at our Sweet Corn Deli. We also offer a full line of seasonal fruits and vegetables and fresh cut gladiolus. Home of the Cranston Clydesdales, wagon rides can be booked for a summer evening or weekend. Sleigh rides in the winter.",,-79.96390943574005,43.15212495814967
586074.793800000101328,4798600.7659,121,Drummond Farms / Belevedere Orchards ,"69 5th Concession E, Waterdown, ON L0R 2H1",905-689-4724,,drummond@primus.ca,,noneavailable.com,"Features an on-farm market, hand picked and hand packed fruits and vegetables, and almost twenty varieties of apples.",,-79.93818699999991,43.33532699999523
590492.049800000153482,4800733.798599999398,139,Parkside Farm,"519 Parkside Drive East, Waterdown, ON L0R 2H1",905-689-4829,,bendikkeboom@gmail.com,,www.parksidefarms.com,"We grow: sweet corn, pumpkins. We also sell: potatoes, tomatoes, vegetables, baked goods, pies, glads, fruit - all from local farmers. Pumpkin Fest - every weekend in October, wagon tours, monster pumpkin balloon, Storybook Forest Trail and pick-your-own pumpkins. School groups welcome.",,-79.88335396207479,43.35401153113846
581241.446899999864399,4806277.307,140,Peter and Lois Laurenssen's Farm and Greenhouses,"239 10th Concession East, Freelton, ON L0R 1K0",905-659-2807,,loislaur@lara.on.ca,,,"We grow/sell: cucumbers, asparagus, sweet corn, beets, turnips, squash, beans, pumpkins, brussel sprouts, bedding plants, hangers, mixed containers and herbs. Pick-your-own eggplant, peppers, tomatoes. We also have: honey, maple syrup, candles, antiques and collectibles.",,-79.99666289999996,43.40497779999522
610999.4243,4784464.4438,141,Puddicombe Estate Farms and Winery,"1468 Highway 8 Winona, ON L8E 5K9",905-643-1015 ,,info@puddicombefarms.com,,www.puddicombefarms.com,"Mr. Mrs. Puddicombe along with their four children and staff mission is to provide families with the opportunity to visit the countryside and embrace what Mother Nature provides us among family and friends. It's the simple things in life that make all the difference and create the best ever-lasting memories. For more than 210 years Puddicombe Estate Farms Winery has harvested its own fruits to provide fresh produce and a wide variety of value added products such as hand-baked pies, jams, jellies, cookies, tarts, strudels, cider, fudge and wines. In the last few years Puddicombe Estate has adopted a field to table approach with all of its catered events serving items grown and picked for the occasion right from the farm or brought in from other local growers within a 100 mile radius of Puddicombe Estate. Puddicombe Estate believes that a farm fresh meal is a very basic yet integral part of maintaining a strong bond with families and friends. We believe this philosophy strengthens our co",,-79.63364490078182,43.2048032722557
570141.826000000350177,4786630.4207,142,Shearlea Acres Farm Market,"3826 Highway 99 Lynden,ON L0R 1T0",519-647-2415,,shearlea.acres@sympatico.ca,,,"Specializing in asparagus, sweet corn, potatoes, pickling cucumbers, cabbage and squash. Everything you need for fall decorations: ornamental corn, gourds, pumpkins, cornstalks, straw, etc. Make your own Scarecrow Days.",,-80.13623676881161,43.229206339804115
581832.714700000360608,4801856.230399999768,143,Simpler Thyme Organic Farm,"1749 Hwy 6 N, Hamilton, ON L8N 2Z7",905-659-1576,,simpler_thyme@hotmail.com,,,Dundas Farmers Market on Thursdays 3 to 7pm. Makers Market (Christ Church Cathedral) Fridays 3 to 6pm. At our farm on Thursday 7 to 7pm.,,-79.99002289999996,43.36511019999528
578634.134499999694526,4802141.9304,144,Waterhall Farm,"1413 Brock Rd, Dundas, ON L9H 5E4",905-659-0958,,lancome@sympatico.ca,,http://www.waterhallfarm.ca,"Enjoy a unique farm experience - you can purchase from our self serve farm market fresh seasonal vegetables (many heirloom varieties), herbs, cut flowers and vegetables available from May right through until Thanksgiving weekend in October. Take a leisurely stroll through our gardens; visit our shop offering fine antiques vintage collectibles, antique farm machinery museum, a petting zoo on Friday, Saturday and Sunday.",,-80.02945299999998,43.368024199995226
585203.713200000114739,4792688.6168,122,Dyment's Farm Market and Pumpkin Patch,"P.O. Box 62 R.R. #2 Dundas,ON L9H 5E2 ",905-627-5477,,bdyment@sympatico.ca,,www.dyments.com,"Welcome to Glen Drummond farm, home to the Dyment family since 1887. We hope you will find the time to visit us at one of our many events that will take place this year. Whether you have a special event to celebrate or are just looking for a wonderful day in the country we offer spectacular scenery, yummy foods and ""˜farmtastic' fun for the whole family.",,-79.94984767338943,43.282198658663894
580718.03000000026077,4776042.23389999941,123,Fenwood Farm,"774 Sawmill Road, Ancaster, ON L9G 3L1",905-765-1479,,store@fenwoodfarm.com,,www.fenwoodfarm.com,"'Certified Organic'. We raise: certified organic chicken, free-range turkey, naturally-raised drug free beef, free fun and drug free eggs. We also sell: Mapleton's organic ice cream and frozen yogurt, wild caught seafood, natural pork and farm raised venison. Visit the farm and say hello to our feathered friends, the emus!",,-80.00755919999996,43.132818699995305
596384.465200000442564,4779297.477199999616,124,Fletcher's Fruit Farm,"1040 Fletcher Rd., Binbrook, ON L0R 1C0",905-692-3012,,fletcherfruitfarm@live.ca,,http://fletcherfruitfarms.farmvisit.com/,"'Since 1866! Proud growers of over 20 varieties of high quality apples 8 varieties of high quality pears.' Open Nov - May. Monday to Thursday 8 to 5. Garm gate sales. Products also available at Ottawa Street Farmers' Market. All fruit picked to perfection for best flavour goodness. Honey Crisp - available late September. Sweet pears from Bartlett to Flemish Beauty, Clapps, Anjou, Bosc - available all winter.",,-79.81440869999979,43.16029279999528
567773.012000000104308,4798639.6311,125,Flowerhill Farm,"1950 Safari Rd. R.R #1, Cambridge, ON N1R 5S2 ""New City of Hamilton across from African Lion Safari""",519-621-3014,,flowerhill@bellnet.ca,,www.flowerhillfarm.ca,"Five unique show gardens, over 800 varieties of perennial flowers, ornamental grasses, fresh cut flowers, solar and wind-powered irrigation. May to October, Tuesdays to Saturdays, 10 am to 5 pm.",,-80.16392498818362,43.33754999747362
570179.428100000135601,4788946.2343,126,Forthdale Farms Ltd,"1715 2nd Conc. West, Lynden, ON L0R 1T0",519-647-2716,,,,,"For locally picked strawberries, pick your own berries, baked goods and more.",,-80.13547900000002,43.25005369999528
590913.221499999985,4801053.9351,127,Frootogo Orchards,"573 Parkside Drive, Waterdown, ON L0R 2H1",905-689-1652,,frootogo@cogeco.ca,,www.frootogo.ca,"The Hekman family graciously invites you and your family to come out and enjoy a day of fun. It is apple picking at its best, fresh vegetables from our Frootogo market, lots of family fun activites including Frootogos' petting zoo, and take home treats, warm from Frootogos' bakery ovens.",,-79.87810469999987,43.35684279999521
606283.835400000214577,4785593.4591,128,Fruitland Farms,"238 Jones Road, Winona, ON L0R 1L0",905-643-6802,,,,,"Fresh peaches, cherries, tomatoes and more.",,-79.69145929999961,43.2156455999952
